"","subject","trial","item","category","supercategory","PosOr","word","letters.01","timing.01"
"2186",16,106,"geschirrspüler","Küche","Möbel",2,NA,"G",3225
"2187",16,107,"yacht","Wasser","Fortbewegungsmittel",2,"ÜBackspaceYACHT ","Ü",NA
"2188",16,108,"radiergummi","Büro","Werkzeug",3,"RADIERGUMMI ","R",1205
"2189",16,109,"kamera","Filler","Filler",2,"KAMERE ","K",1851
"2190",16,110,"kanu","Wasser","Fortbewegungsmittel",3,"KANU ","K",1200
"2191",16,111,"bleistift","Büro","Werkzeug",4,"BLEISTIFT ","B",1134
"2192",16,112,"kaffeemaschine","Küche","Möbel",3,NA,"K",2214
"2193",16,113,"segelschiff","Wasser","Fortbewegungsmittel",4,"MABackspaceBackspaceSEGELSCHIFF ","M",NA
"2194",16,114,"glocke","Filler","Filler",3,"GLOCKE ","G",1181
"2195",16,115,"kühlschrank","Küche","Möbel",4,"KÜHLSCHRANK ","K",1333
"2196",16,116,"würfel","Filler","Filler",4,"WÜRFELÖBackspace ","W",1135
"2197",16,117,"lineal","Büro","Werkzeug",5,"LINEAL ","L",1072
"2198",16,118,"mikrowelle","Küche","Möbel",5,"MIKROWELLE ","M",1209
"2199",16,119,"kerze","Filler","Filler",5,"KERZE ","K",1060
"2200",16,120,"gondel","Wasser","Fortbewegungsmittel",5,NA,NA,NA
"2201",16,121,"kirsche","Obst","Lebensmittel",1,"BBackspaceKIRSCHE ","B",NA
"2202",16,122,"biene","Insekten","Tiere",1,"BIENE ","B",1127
"2203",16,123,"becher","Trinkgefässe","Misc II",1,"BECHER ","B",1141
"2204",16,124,"banane","Obst","Lebensmittel",2,"BANANE ","B",999
"2205",16,125,"marienkäfer","Insekten","Tiere",2,"MARINENKÄFER ","M",1114
"2206",16,126,"tasse","Trinkgefässe","Misc II",2,"TASSE ","T",1092
"2207",16,127,"spaghetti","Filler","Filler",1,"SPAGHETTI ","S",1139
"2208",16,128,"ameise","Insekten","Tiere",3,"AMEISE ","A",927
"2209",16,129,"flasche","Trinkgefässe","Misc II",3,"FLASCHE ","F",1092
"2210",16,130,"birne","Obst","Lebensmittel",3,"BIRNE ","B",942
"2211",16,131,"fliege","Insekten","Tiere",4,"FLIEGE ","F",1547
"2212",16,132,"kanne","Trinkgefässe","Misc II",4,"KANNE ","K",1156
"2213",16,133,"fenster","Filler","Filler",2,"FENSTER ","F",1450
"2214",16,134,"spinne","Insekten","Tiere",5,"SOBackspacePINNE ","S",1225
"2215",16,135,"kopfkissen","Filler","Filler",3,"KISSEN ","K",1048
"2216",16,136,"apfel","Obst","Lebensmittel",4,"APFEL ","A",847
"2217",16,137,"schwert","Filler","Filler",4,"SCHWERT ","S",2129
"2218",16,138,"glas","Trinkgefässe","Misc II",5,"GLAS ","G",1368
"2219",16,139,"brille","Filler","Filler",5,"BRILLE ","B",1036
"2220",16,140,"trauben","Obst","Lebensmittel",5,"TRAUBE ","T",1439
"2221",16,141,"bär","Raubtiere","Tiere",1,"BÄR ","B",1064
"2222",16,142,"parfum","Filler","Filler",1,"PARFUM ","P",1414
"2223",16,143,"löffel","Kochen","Werkzeug",1,"LÖFFEL ","L",1072
"2224",16,144,"löwe","Raubtiere","Tiere",2,"LÖWE ","L",1112
"2225",16,145,"ohrring","Schmuck","Kleidung",1,"PBackspaceOHRRING ","P",1374
"2226",16,146,"gabel","Kochen","Werkzeug",2,"GABEL ","G",1069
"2227",16,147,"panther","Raubtiere","Tiere",3,"PANTHER ","P",1104
"2228",16,148,"armband","Schmuck","Kleidung",2,"ARMBAND ","A",1226
"2229",16,149,"kassette","Filler","Filler",2,"KASSETE ","K",984
"2230",16,150,"messer","Kochen","Werkzeug",3,"MESSER ","M",1526
"2231",16,151,"waage","Filler","Filler",3,"WAAGE ","W",1067
"2232",16,152,"brosche","Schmuck","Kleidung",3,"BROSCHE ","B",3820
"2233",16,153,"schneebesen","Kochen","Werkzeug",4,"SCHNEEBESEN ","S",1285
"2234",16,154,"tiger","Raubtiere","Tiere",4,"TIGER ","T",3307
"2235",16,155,"ring","Schmuck","Kleidung",4,"RING ","R",1951
"2236",16,156,"kelle","Kochen","Werkzeug",5,"KELLE ","K",1614
"2237",16,157,"ampel","Filler","Filler",4,"AMPEL ","A",887
"2238",16,158,"käfig","Filler","Filler",5,"KÄFIG ","K",1103
"2239",16,159,"leopard","Raubtiere","Tiere",5,"LEOPARD ","L",2017
"2240",16,160,"kette","Schmuck","Kleidung",5,"HALSKETTE ","H",1855
"2241",17,1,"daunenweste","Jacken","Kleidung",1,"WESTEEnter","W",784
"2242",17,2,"besen","Bauernhof","Werkzeug",1,"BESENEnter","B",856
"2243",17,3,"tafel","Filler","Filler",1,"TAFELEnter","T",886
"2244",17,4,"kartoffel","Gemüse","Lebensmittel",1,"KARTOFEBackspaceFELEnter","K",947
"2245",17,5,"sakko","Jacken","Kleidung",2,"SAKKOEnter","S",1137
"2246",17,6,"cd","Filler","Filler",2,"CDEnter","C",863
"2247",17,7,"karotte","Gemüse","Lebensmittel",2,"KAROTTEEnter","K",858
"2248",17,8,"sense","Bauernhof","Werkzeug",2,"SENSEEnter","S",763
"2249",17,9,"pfeife","Filler","Filler",3,"PFEIFEEnter","P",835
"2250",17,10,"kapuzenpulli","Jacken","Kleidung",3,"KAPUZENPULLIEnter","K",971
"2251",17,11,"schaufel","Bauernhof","Werkzeug",3,"SCHAUFELEnter","S",812
"2252",17,12,"schlüssel","Filler","Filler",4,"SCHLÜSSELEnter","S",848
"2253",17,13,"brokkoli","Gemüse","Lebensmittel",3,"BROKKOLIEnter","B",934
"2254",17,14,"säge","Bauernhof","Werkzeug",4,"SÄGEEnter","S",773
"2255",17,15,"würfel","Filler","Filler",5,"WÜRFELEnter","W",777
"2256",17,16,"pelzmantel","Jacken","Kleidung",4,"PELZMANTELEnter","P",1661
"2257",17,17,"paprika","Gemüse","Lebensmittel",4,"PAPRIKAEnter","P",844
"2258",17,18,"axt","Bauernhof","Werkzeug",5,"AXTEnter","A",1130
"2259",17,19,"arztkittel","Jacken","Kleidung",5,"ARZTKITTELEnter","A",921
"2260",17,20,"gurke","Gemüse","Lebensmittel",5,"GURKEEnter","G",924
"2261",17,21,"gitarre","Instrumente","Misc I",1,"GITARREEnter","G",844
"2262",17,22,"luftballon","Filler","Filler",1,"LUFTBALLONEnter","L",1336
"2263",17,23,"mülleimer","Filler","Filler",2,"MÜLLEIMEREnter","M",972
"2264",17,24,"löwenzahn","Blumen","Misc II",1,"LÖWENZANBackspaceHNEnter","L",891
"2265",17,25,"geige","Instrumente","Misc I",2,"GEIGEEnter","G",841
"2266",17,26,"kuh","Huftiere","Tiere",1,"KUHEnter","K",903
"2267",17,27,"rose","Blumen","Misc II",2,"ROSEEnter","R",854
"2268",17,28,"klavier","Instrumente","Misc I",3,"KLAVIEREnter","K",890
"2269",17,29,"reh","Huftiere","Tiere",2,"REHEnter","R",809
"2270",17,30,"orchidee","Blumen","Misc II",3,"ORCHIDEEEnter","O",1042
"2271",17,31,"schwamm","Filler","Filler",3,"SCHWAMMEnter","S",734
"2272",17,32,"fächer","Filler","Filler",4,"FÄCHEREnter","F",830
"2273",17,33,"pferd","Huftiere","Tiere",3,"PFERDEnter","P",931
"2274",17,34,"tulpe","Blumen","Misc II",4,"TULPEEnter","T",970
"2275",17,35,"schlagzeug","Instrumente","Misc I",4,"SCHLAGZEUGEnter","S",830
"2276",17,36,"schaf","Huftiere","Tiere",4,"SCHAFEnter","S",731
"2277",17,37,"sonnenblume","Blumen","Misc II",5,"SONNENBLUMEEnter","S",728
"2278",17,38,"harfe","Instrumente","Misc I",5,"HARFEEnter","H",858
"2279",17,39,"kamel","Huftiere","Tiere",5,"KAMELEnter","K",913
"2280",17,40,"teppich","Filler","Filler",5,"TEPPCBackspaceICHEnter","T",973
"2281",17,41,"spaghetti","Filler","Filler",1,"SPAGHETTIEnter","S",867
"2282",17,42,"ohrring","Schmuck","Kleidung",1,"OHRRINGEnter","O",936
"2283",17,43,"messer","Kochen","Werkzeug",1,"MESSEREnter","M",886
"2284",17,44,"bär","Raubtiere","Tiere",1,"BÄREnter","B",932
"2285",17,45,"kette","Schmuck","Kleidung",2,"KETTEEnter","K",1176
"2286",17,46,"löffel","Kochen","Werkzeug",2,"LÖFFEÖBackspaceLEnter","L",926
"2287",17,47,"panther","Raubtiere","Tiere",2,"PANTHEREnter","P",1142
"2288",17,48,"ring","Schmuck","Kleidung",3,"RINGEnter","R",812
"2289",17,49,"schneebesen","Kochen","Werkzeug",3,"SCHNEEBESENEnter","S",1182
"2290",17,50,"badewanne","Filler","Filler",2,"BADEWANNEEnter","B",1251
"2291",17,51,"armband","Schmuck","Kleidung",4,"ARMBANDEnter","A",1581
"2292",17,52,"leopard","Raubtiere","Tiere",3,"LEOPARDEnter","L",1134
"2293",17,53,"gabel","Kochen","Werkzeug",4,"GABELEnter","G",1332
"2294",17,54,"parfum","Filler","Filler",3,"PARFUMEnter","P",889
"2295",17,55,"löwe","Raubtiere","Tiere",4,"LÖWEEnter","L",789
"2296",17,56,"kelle","Kochen","Werkzeug",5,"KELLEEnter","K",993
"2297",17,57,"kerze","Filler","Filler",4,"KERZEEnter","K",889
"2298",17,58,"tiger","Raubtiere","Tiere",5,"TIGEREnter","T",978
"2299",17,59,"brosche","Schmuck","Kleidung",5,"BROSCHEEnter","B",1130
"2300",17,60,"steckdose","Filler","Filler",5,"STECKDOSEEnter","S",811
"2301",17,61,"kutsche","Strasse","Fortbewegungsmittel",1,"KUTSCHEEnter","K",839
"2302",17,62,"streichholz","Filler","Filler",1,"STREICHHOLZEnter","S",896
"2303",17,63,"briefkasten","Filler","Filler",2,"BRIEFKASTENEnter","B",1468
"2304",17,64,"goldfisch","Fische","Tiere",1,"GOLDIBackspaceFISCHEnter","G",1779
"2305",17,65,"kleiderschrank","Aufbewahrung","Möbel",1,"SCHRANKEnter","S",857
"2306",17,66,"auto","Strasse","Fortbewegungsmittel",2,"AUTOEnter","A",880
"2307",17,67,"hai","Fische","Tiere",2,"HAIEnter","H",950
"2308",17,68,"schublade","Aufbewahrung","Möbel",2,"SCHUBEnter","S",2453
"2309",17,69,"motorrad","Strasse","Fortbewegungsmittel",3,"MOTPBackspaceOTTADBackspaceBackspaceBackspaceBackspaceRRADEnter","M",897
"2310",17,70,"aal","Fische","Tiere",3,"AALEnter","A",837
"2311",17,71,"schwert","Filler","Filler",3,"SCHWERTEnter","S",705
"2312",17,72,"pinsel","Filler","Filler",4,"PINSELEnter","P",1458
"2313",17,73,"delfin","Fische","Tiere",4,"DELFINEnter","D",739
"2314",17,74,"safe","Aufbewahrung","Möbel",3,"SAFEEnter","S",1020
"2315",17,75,"lkw","Strasse","Fortbewegungsmittel",4,"LKWEnter","L",854
"2316",17,76,"rochen","Fische","Tiere",5,"ROCHENEnter","R",815
"2317",17,77,"regal","Aufbewahrung","Möbel",4,"REGALEnter","R",1035
"2318",17,78,"bus","Strasse","Fortbewegungsmittel",5,"BUSEnter","B",1630
"2319",17,79,"fernglas","Filler","Filler",5,"FERNGLASEnter","F",966
"2320",17,80,"schachtel","Aufbewahrung","Möbel",5,"SCHACTBackspaceHTELEnter","S",905
"2321",17,81,"kanu","Wasser","Fortbewegungsmittel",1,"KANUEnter","K",984
"2322",17,82,"waage","Filler","Filler",1,"WAAGEEnter","W",789
"2323",17,83,"mikrowelle","Küche","Möbel",1,"MIKROWELLEEnter","M",956
"2324",17,84,"zigarette","Filler","Filler",2,"ZIGARETTEEnter","Z",972
"2325",17,85,"gondel","Wasser","Fortbewegungsmittel",2,"GONDELEnter","G",1278
"2326",17,86,"geschirrspüler","Küche","Möbel",2,NA,"S",1437
"2327",17,87,"klammer","Büro","Werkzeug",1,"KLAMMEREnter","K",2022
"2328",17,88,"u-boot","Wasser","Fortbewegungsmittel",3,"U-BOOTEnter","U",2182
"2329",17,89,"herd","Küche","Möbel",3,"HERDEnter","H",1282
"2330",17,90,"lineal","Büro","Werkzeug",2,"LINEALEnter","L",913
"2331",17,91,"briefmarke","Filler","Filler",3,"BRIEFMARKEEnter","B",1117
"2332",17,92,"ball","Filler","Filler",4,"BALLEnter","B",973
"2333",17,93,"bleistift","Büro","Werkzeug",3,"BLEISTIFTEnter","B",955
"2334",17,94,"kaffeemaschine","Küche","Möbel",4,"KAFFEEABackspaceMASCHINEEnter","K",848
"2335",17,95,"yacht","Wasser","Fortbewegungsmittel",4,"YACHTEnter","Y",2301
"2336",17,96,"radiergummi","Büro","Werkzeug",4,"RADIERGUMMIEnter","R",794
"2337",17,97,"kühlschrank","Küche","Möbel",5,"KÜHLSCHRANKEnter","K",2596
"2338",17,98,"segelschiff","Wasser","Fortbewegungsmittel",5,"SEGELBOOTEnter","S",816
"2339",17,99,"schere","Büro","Werkzeug",5,"SCHEREEnter","S",760
"2340",17,100,"lippenstift","Filler","Filler",5,"LIPPENSTIFTEnter","L",838
"2341",17,101,"spinne","Insekten","Tiere",1,"SPINNEEnter","S",716
"2342",17,102,"tasse","Trinkgefässe","Misc II",1,"SBackspaceTASSEEnter","S",1962
"2343",17,103,"kirsche","Obst","Lebensmittel",1,"KIRSCHEEnter","K",791
"2344",17,104,"biene","Insekten","Tiere",2,"BIENEEnter","B",879
"2345",17,105,"flasche","Trinkgefässe","Misc II",2,"BackspaceFLASCHEEnter","Backspace",1498
"2346",17,106,"banane","Obst","Lebensmittel",2,"BANANEEnter","B",703
"2347",17,107,"marienkäfer","Insekten","Tiere",3,"MARIENKÄFEREnter","M",776
"2348",17,108,"becher","Trinkgefässe","Misc II",3,"TABackspaceBackspaceBackspaceBECHEREnter","T",1019
"2349",17,109,"trauben","Obst","Lebensmittel",3,"TRAUBENEnter","T",1512
"2350",17,110,"bürste","Filler","Filler",1,"BÜRSTEEnter","B",974
"2351",17,111,"kopfkissen","Filler","Filler",2,"KOPFKISSENEnter","K",970
"2352",17,112,"apfel","Obst","Lebensmittel",4,"APFEKBackspaceLEnter","A",699
"2353",17,113,"kanne","Trinkgefässe","Misc II",4,"KANNEEnter","K",1100
"2354",17,114,"kassette","Filler","Filler",3,"KASETTEBackspaceBackspaceBackspaceBackspaceSETBackspaceBackspaceBackspaceETTEEnter","K",1062
"2355",17,115,"ameise","Insekten","Tiere",4,"AMEISEEnter","A",950
"2356",17,116,"glas","Trinkgefässe","Misc II",5,"HBackspaceGLASEnter","H",1146
"2357",17,117,"fenster","Filler","Filler",4,"FENSTEREnter","F",795
"2358",17,118,"fliege","Insekten","Tiere",5,"FLIEGEEnter","F",1103
"2359",17,119,"birne","Obst","Lebensmittel",5,"BIRNEEnter","B",832
"2360",17,120,"baby","Filler","Filler",5,"BABYEnter","B",838
"2361",17,121,"arm","Körperteile","Misc I",1,"ARMEnter","A",756
"2362",17,122,"glocke","Filler","Filler",1,"GLOCKEEnter","G",787
"2363",17,123,"bohrmaschine","Heimwerker","Werkzeug",1,"BORBackspaceHRMASCHINEEnter","B",1046
"2364",17,124,"ampel","Filler","Filler",2,"AMPELEnter","A",711
"2365",17,125,"bein","Körperteile","Misc I",2,"BEINEnter","B",1007
"2366",17,126,"kamera","Filler","Filler",3,"KAMERAEnter","K",896
"2367",17,127,"kuchen","Süssigkeiten","Lebensmittel",1,"TORTEEnter","T",1867
"2368",17,128,"schraubenzieher","Heimwerker","Werkzeug",2,"SCHRAUBENZIBackspaceBackspaceDREHEREnter","S",1078
"2369",17,129,"ohr","Körperteile","Misc I",3,"OHREnter","O",877
"2370",17,130,"kekse","Süssigkeiten","Lebensmittel",2,"KEKSEEnter","K",834
"2371",17,131,"mikrofon","Filler","Filler",4,"MIKROFONEnter","M",779
"2372",17,132,"hammer","Heimwerker","Werkzeug",3,"HAMMEREnter","H",1053
"2373",17,133,"schokolade","Süssigkeiten","Lebensmittel",3,"SCHOKOLADEEnter","S",787
"2374",17,134,"fuss","Körperteile","Misc I",4,"FU?BackspaceSSEnter","F",846
"2375",17,135,"feile","Heimwerker","Werkzeug",4,"FEILEEnter","F",1623
"2376",17,136,"eis","Süssigkeiten","Lebensmittel",4,"EISEnter","E",898
"2377",17,137,"hand","Körperteile","Misc I",5,"HANDEnter","H",902
"2378",17,138,"zange","Heimwerker","Werkzeug",5,"ZANGEEnter","Z",940
"2379",17,139,"bonbon","Süssigkeiten","Lebensmittel",5,"BONBONEnter","B",883
"2380",17,140,"ventilator","Filler","Filler",5,"VENTILATOREnter","V",871
"2381",17,141,"eule","Vögel","Tiere",1,"EULEEnter","E",1012
"2382",17,142,"puppe","Filler","Filler",1,"BBackspacePUPPEEnter","B",1006
"2383",17,143,"bank","Sitzen","Möbel",1,"BANKEnter","B",961
"2384",17,144,"schwan","Vögel","Tiere",2,"SCHWANEnter","S",730
"2385",17,145,"hochhaus","Gebäude","Misc II",1,"HOCHHAUSEnter","H",1107
"2386",17,146,"sessel","Sitzen","Möbel",2,"SESSELEnter","S",1431
"2387",17,147,"kopfhörer","Filler","Filler",2,"KOPFHÖREREnter","K",1395
"2388",17,148,"schloss","Gebäude","Misc II",2,"SCHHLOBackspaceBackspaceBackspaceLOSSEnter","S",825
"2389",17,149,"ente","Vögel","Tiere",3,"ENTEEnter","E",701
"2390",17,150,"stuhl","Sitzen","Möbel",3,"STUHLEnter","S",755
"2391",17,151,"käfig","Filler","Filler",3,"KÄFIGEnter","K",1267
"2392",17,152,"kirche","Gebäude","Misc II",3,"KIRCHEEnter","K",1265
"2393",17,153,"hocker","Sitzen","Möbel",4,"HOCKEREnter","H",1124
"2394",17,154,"schornstein","Filler","Filler",4,"SCHORNSTIBackspaceEINEnter","S",1133
"2395",17,155,"strauss","Vögel","Tiere",4,"STRAUSSEnter","S",711
"2396",17,156,"brille","Filler","Filler",5,"BRILLEEnter","B",981
"2397",17,157,"burg","Gebäude","Misc II",4,"BURGEnter","B",2079
"2398",17,158,"couch","Sitzen","Möbel",5,"COUCHEnter","C",1766
"2399",17,159,"taube","Vögel","Tiere",5,"TAUBEEnter","T",1258
"2400",17,160,"tempel","Gebäude","Misc II",5,"RUINEEnter","R",3699
"2401",18,1,"lkw","Strasse","Fortbewegungsmittel",1,"LKWEnter","L",1212
"2402",18,2,"rochen","Fische","Tiere",1,"ROCHENEnter","R",1392
"2403",18,3,"safe","Aufbewahrung","Möbel",1,"SAFEEnter","S",999
"2404",18,4,"motorrad","Strasse","Fortbewegungsmittel",2,"MOTORRADEnter","M",921
"2405",18,5,"delfin","Fische","Tiere",2,"DELFINEnter","D",993
"2406",18,6,"regal","Aufbewahrung","Möbel",2,"REGALEnter","R",979
"2407",18,7,"kutsche","Strasse","Fortbewegungsmittel",3,"KUTSCHEEnter","K",1095
"2408",18,8,"hai","Fische","Tiere",3,"HAIEnter","H",1017
"2409",18,9,"kleiderschrank","Aufbewahrung","Möbel",3,"KLEIDERSCHRANKEnter","K",1040
"2410",18,10,"auto","Strasse","Fortbewegungsmittel",4,"AUTOEnter","A",943
"2411",18,11,"kerze","Filler","Filler",1,"KERZEEnter","K",1095
"2412",18,12,"schublade","Aufbewahrung","Möbel",4,"SCHUBLADEEnter","S",1169
"2413",18,13,"würfel","Filler","Filler",2,"WÜRFELEnter","W",1018
"2414",18,14,"pinsel","Filler","Filler",3,"PINSELEnter","P",1508
"2415",18,15,"schachtel","Aufbewahrung","Möbel",5,"SCHACHTELEnter","S",980
"2416",18,16,"goldfisch","Fische","Tiere",4,"GOLDFISCHEnter","G",1113
"2417",18,17,"bus","Strasse","Fortbewegungsmittel",5,"BUSEnter","B",996
"2418",18,18,"luftballon","Filler","Filler",4,"LUFTBALLONEnterBackspace","L",1075
"2419",18,19,"aal","Fische","Tiere",5,"ALBackspaceALEnter","A",873
"2420",18,20,"fenster","Filler","Filler",5,"FENSTEREnter","F",1700
"2421",18,21,"sakko","Jacken","Kleidung",1,"FBackspaceSAKKOEnter","F",949
"2422",18,22,"axt","Bauernhof","Werkzeug",1,"AXTEnter","A",992
"2423",18,23,"paprika","Gemüse","Lebensmittel",1,"PAPRIKAEnter","P",1036
"2424",18,24,"kapuzenpulli","Jacken","Kleidung",2,NA,"K",1239
"2425",18,25,"sense","Bauernhof","Werkzeug",2,"BackspaceULLIBackspaceBackspaceBackspaceBackspaceBackspaceSENSEEnter","Backspace",NA
"2426",18,26,"gurke","Gemüse","Lebensmittel",2,"GURKEEnter","G",1110
"2427",18,27,"arztkittel","Jacken","Kleidung",3,"ARZTKITTELEnter","A",1697
"2428",18,28,"schaufel","Bauernhof","Werkzeug",3,"SCHAUFELEnter","S",941
"2429",18,29,"kartoffel","Gemüse","Lebensmittel",3,"KARTOFFELEnter","K",1256
"2430",18,30,"kamera","Filler","Filler",1,"KAMERAEnter","K",979
"2431",18,31,"briefmarke","Filler","Filler",2,"BRIEFMARKEEnter","B",1210
"2432",18,32,"säge","Bauernhof","Werkzeug",4,"SÄGEEnter","S",1092
"2433",18,33,"karotte","Gemüse","Lebensmittel",4,"KAROTTEEnter","K",1427
"2434",18,34,"fächer","Filler","Filler",3,"FÄCHEREnter","F",1260
"2435",18,35,"steckdose","Filler","Filler",4,"STECDBackspaceKDOSEEnter","S",1109
"2436",18,36,"daunenweste","Jacken","Kleidung",4,"WESTEEnter","W",3597
"2437",18,37,"brokkoli","Gemüse","Lebensmittel",5,"BROKKOLIEnter","B",1615
"2438",18,38,"besen","Bauernhof","Werkzeug",5,NA,"F",3513
"2439",18,39,"pelzmantel","Jacken","Kleidung",5,"BackspaceMANTELEnter","Backspace",NA
"2440",18,40,"mülleimer","Filler","Filler",5,"MÜLLEIMEREnter","M",2030
"2441",18,41,"kuh","Huftiere","Tiere",1,"KUHEnter","K",898
"2442",18,42,"streichholz","Filler","Filler",1,"STREICHHOLZEnter","S",2060
"2443",18,43,"schlagzeug","Instrumente","Misc I",1,NA,NA,NA
"2444",18,44,"lippenstift","Filler","Filler",2,"LIPPENSTIFTEnter","L",1103
"2445",18,45,"kopfhörer","Filler","Filler",3,"PBackspaceKOPHÖHREREnter","P",1383
"2446",18,46,"reh","Huftiere","Tiere",2,"REHEnter","R",1366
"2447",18,47,"ampel","Filler","Filler",4,"AMPELEnter","A",959
"2448",18,48,"rose","Blumen","Misc II",1,"ROSEEnter","R",959
"2449",18,49,"klavier","Instrumente","Misc I",2,"KLAVIEREnter","K",1084
"2450",18,50,"kamel","Huftiere","Tiere",3,"KAMELEnter","K",884
"2451",18,51,"orchidee","Blumen","Misc II",2,"BLUMEEnter","B",1888
"2452",18,52,"harfe","Instrumente","Misc I",3,"HARFEEnter","H",1068
"2453",18,53,"mikrofon","Filler","Filler",5,"MIKROFONEnter","M",902
"2454",18,54,"löwenzahn","Blumen","Misc II",3,"LÖWENZAHNEnter","L",1729
"2455",18,55,"geige","Instrumente","Misc I",4,"GEIGEEnter","G",902
"2456",18,56,"schaf","Huftiere","Tiere",4,"SCHAAFEnter","S",1015
"2457",18,57,"tulpe","Blumen","Misc II",4,"TULPEEnter","T",1191
"2458",18,58,"gitarre","Instrumente","Misc I",5,"GITARREEnter","G",1059
"2459",18,59,"pferd","Huftiere","Tiere",5,"PFERDEnter","P",1065
"2460",18,60,"sonnenblume","Blumen","Misc II",5,"SONNENBLUMEEnter","S",1117
"2461",18,61,"puppe","Filler","Filler",1,"PUPPEEnter","P",1214
"2462",18,62,"schere","Büro","Werkzeug",1,"SCHEREEnter","S",937
"2463",18,63,"kaffeemaschine","Küche","Möbel",1,"KAFFEMASCHINEEnter","K",1345
"2464",18,64,"kanu","Wasser","Fortbewegungsmittel",1,"KANUEnter","K",1285
"2465",18,65,"tafel","Filler","Filler",2,"TAFELEnter","T",1165
"2466",18,66,"lineal","Büro","Werkzeug",2,"LINEALEnter","L",1134
"2467",18,67,"u-boot","Wasser","Fortbewegungsmittel",2,"U-BOOTEnter","U",1610
"2468",18,68,"kühlschrank","Küche","Möbel",2,"KÜHLSCHRANKEnter","K",1598
"2469",18,69,"schlüssel","Filler","Filler",3,"SCHLÜSSELEnter","S",818
"2470",18,70,"yacht","Wasser","Fortbewegungsmittel",3,"YACHTEnter","Y",1220
"2471",18,71,"geschirrspüler","Küche","Möbel",3,"GESCHIRRSOBackspacePÜHLEREnter","G",1278
"2472",18,72,"klammer","Büro","Werkzeug",3,"KLAMMEREnter","K",1258
"2473",18,73,"segelschiff","Wasser","Fortbewegungsmittel",4,"SEGELSCHIFFEnter","S",1225
"2474",18,74,"schornstein","Filler","Filler",4,"SCHORNSTEINEnter","S",899
"2475",18,75,"radiergummi","Büro","Werkzeug",4,"RADIERGUMIBackspaceMIEnter","R",1004
"2476",18,76,"mikrowelle","Küche","Möbel",4,"MIRBackspaceKROWELLEEnter","M",1266
"2477",18,77,"ball","Filler","Filler",5,"BALLEnter","B",1624
"2478",18,78,"bleistift","Büro","Werkzeug",5,"SBackspaceBLEISTIFTEnter","S",1059
"2479",18,79,"herd","Küche","Möbel",5,"HERDPLATTEEnter","H",1464
"2480",18,80,"gondel","Wasser","Fortbewegungsmittel",5,NA,NA,NA
"2481",18,81,"briefkasten","Filler","Filler",1,"BRIEFKASTENEnter","B",1761
"2482",18,82,"flasche","Trinkgefässe","Misc II",1,"FLASCHEEnter","F",961
"2483",18,83,"ameise","Insekten","Tiere",1,"AMEISTBackspaceEEnter","A",1703
"2484",18,84,"birne","Obst","Lebensmittel",1,"BIRNEEnter","B",905
"2485",18,85,"glas","Trinkgefässe","Misc II",2,"BBackspaceGLASEnter","B",839
"2486",18,86,"bürste","Filler","Filler",2,"BÜRSTEEnter","B",1659
"2487",18,87,"apfel","Obst","Lebensmittel",2,"APFELEnter","A",819
"2488",18,88,"fliege","Insekten","Tiere",2,"FLIEGEEnter","F",1159
"2489",18,89,"kanne","Trinkgefässe","Misc II",3,"TEEKANNEEnter","T",2259
"2490",18,90,"trauben","Obst","Lebensmittel",3,"TRAUBENEnter","T",964
"2491",18,91,"cd","Filler","Filler",3,"CDEnter","C",1827
"2492",18,92,"biene","Insekten","Tiere",3,"BIENEEnter","B",881
"2493",18,93,"banane","Obst","Lebensmittel",4,"BANANEEnter","B",929
"2494",18,94,"baby","Filler","Filler",4,"BABYEnter","B",1749
"2495",18,95,"becher","Trinkgefässe","Misc II",4,"BECHEREnter","B",3294
"2496",18,96,"spinne","Insekten","Tiere",4,"SPINNEEnter","S",1197
"2497",18,97,"kirsche","Obst","Lebensmittel",5,"KIRSCHEEnter","K",918
"2498",18,98,"tasse","Trinkgefässe","Misc II",5,"TASSEEnter","T",2473
"2499",18,99,"marienkäfer","Insekten","Tiere",5,"MARIENKÄGERBackspaceBackspaceBackspaceFEREnter","M",1160
"2500",18,100,"kopfkissen","Filler","Filler",5,"KISSENEnter","K",973
"2501",18,101,"hand","Körperteile","Misc I",1,"KBackspaceHANDEnter","K",845
"2502",18,102,"schraubenzieher","Heimwerker","Werkzeug",1,"SCHRAUBENZIEHEREnter","S",2312
"2503",18,103,"brille","Filler","Filler",1,"BRILLEEnter","B",1044
"2504",18,104,"arm","Körperteile","Misc I",2,"ARMEnter","A",889
"2505",18,105,"hammer","Heimwerker","Werkzeug",2,"HAMMEREnter","H",985
"2506",18,106,"bonbon","Süssigkeiten","Lebensmittel",1,"BONBONEnter","B",908
"2507",18,107,"waage","Filler","Filler",2,"WAGBackspaceAGEEnter","W",1338
"2508",18,108,"feile","Heimwerker","Werkzeug",3,"FEIÖEEnter","F",2609
"2509",18,109,"eis","Süssigkeiten","Lebensmittel",2,"EISEnter","E",1033
"2510",18,110,"ohr","Körperteile","Misc I",3,"OHREnter","O",999
"2511",18,111,"fernglas","Filler","Filler",3,"FERNGLASEnter","F",953
"2512",18,112,"käfig","Filler","Filler",4,"KÄFIGEnter","K",1368
"2513",18,113,"schokolade","Süssigkeiten","Lebensmittel",3,"SCHOKOLADEEnter","S",804
